createdAt,followers,likeCount,quoteCount,replyCount,retweetCount,searchTerm,url,viewCount
Thu Apr 11 14:05:23 +0000 2024,331396,3654,137,184,1821,Gun Control,https://x.com/WallStreetApes/status/1778424106033225778,79164
Thu Apr 11 17:10:10 +0000 2024,144800,1155,30,34,438,Gun Control,https://x.com/SteveLovesAmmo/status/1778470609770393607,15023
Thu Apr 11 15:01:10 +0000 2024,54330,470,14,28,274,Gun Control,https://x.com/ArchKennedy/status/1778438146969006331,9387
Sun Apr 14 16:29:59 +0000 2024,15262,628,256,1812,145,Gun Control,https://x.com/4Yourinformati3/status/1779547660292423933,356892
Wed Apr 17 23:02:55 +0000 2024,923423,311,5,18,59,Gun Control,https://x.com/NRA/status/1780733710800748590,21936
Thu Apr 11 17:05:37 +0000 2024,34747,1595,42,43,381,Gun Control,https://x.com/DylanMAllman/status/1778469466445086901,46464
Wed Apr 17 00:52:40 +0000 2024,1812,956,17,106,87,Gun Control,https://x.com/_Hazardous_Wolf/status/1780398941038907568,74444
Thu Apr 11 22:11:29 +0000 2024,2323794,15337,262,467,5056,Gun Control,https://x.com/bennyjohnson/status/1778546437904601343,609362
Wed Apr 10 03:25:21 +0000 2024,21363,271,1,37,51,Gun Control,https://x.com/ian_mckelvey/status/1777900649503441215,3439
Thu Apr 11 17:10:57 +0000 2024,349179,895,30,74,326,Gun Control,https://x.com/ProudElephantUS/status/1778470807091466707,16806
Sat Apr 13 11:18:27 +0000 2024,39410,759,13,99,110,Gun Control,https://x.com/Ur_a_Smartass_C/status/1779106874303885688,21054
Fri Apr 12 09:48:32 +0000 2024,54860,513,17,65,332,Gun Control,https://x.com/SweetPeaBell326/status/1778721856897396853,11518
Fri Apr 12 01:39:58 +0000 2024,124097,92,4,8,39,Gun Control,https://x.com/accordingtowoz/status/1778598904960872936,2377
Fri Apr 12 03:17:06 +0000 2024,47308,118,5,7,56,Gun Control,https://x.com/shadygrooove/status/1778623350069223777,2282
Fri Apr 12 16:00:58 +0000 2024,32939,171,7,10,41,Gun Control,https://x.com/TABYTCHI/status/1778815584718712889,4742
Thu Apr 11 20:19:43 +0000 2024,387801,9425,38,219,1252,Gun Control,https://x.com/TheAKGuy/status/1778518313200496808,192184
Thu Apr 11 18:34:54 +0000 2024,128646,714,11,16,271,Gun Control,https://x.com/McBrideLawNYC/status/1778491935390360050,11317
Sat Apr 13 22:51:23 +0000 2024,24163,267,3,12,41,Gun Control,https://x.com/MrChrishere/status/1779281255525146691,8949
Fri Apr 12 15:08:26 +0000 2024,66021,4755,35,316,859,Gun Control,https://x.com/Lily4Liberty/status/1778802362972332326,130114
Thu Apr 11 19:01:00 +0000 2024,17438,1743,80,78,351,Gun Control,https://x.com/ChestyPullerGst/status/1778498502965813720,108289
Fri Apr 12 11:56:37 +0000 2024,29819,293,17,43,79,Gun Control,https://x.com/blackhawkce457/status/1778754091004350482,5909
Fri Apr 12 15:00:46 +0000 2024,44183,263,14,19,105,Gun Control,https://x.com/AtRealBen/status/1778800435127869627,10545
Fri Apr 12 00:05:50 +0000 2024,35345,87,6,6,29,Gun Control,https://x.com/ULTRA_MAJESTY/status/1778575214437163150,1875
Thu Apr 11 16:09:31 +0000 2024,6162,170,8,10,142,Gun Control,https://x.com/DsJ0URNEY/status/1778455347096613357,7234
Thu Apr 11 19:09:35 +0000 2024,128788,255,0,7,27,Gun Control,https://x.com/DailyWireNews/status/1778500660549595516,3648
Wed Apr 10 14:10:43 +0000 2024,28554,1440,12,242,222,Gun Control,https://x.com/TheStephanieOne/status/1778063062781612245,17104
Sat Apr 13 12:30:45 +0000 2024,15542,88,4,11,26,Gun Control,https://x.com/Shaughn_A2/status/1779125070410940835,1869
Thu Apr 11 15:48:06 +0000 2024,119031,482,29,39,255,Gun Control,https://x.com/Pismo_B/status/1778449956128608458,15106
Wed Apr 17 23:54:35 +0000 2024,739,94,3,19,20,Gun Control,https://x.com/repgabeevans/status/1780746710555230580,2685
Thu Apr 11 16:52:09 +0000 2024,116046,315,4,5,71,Gun Control,https://x.com/AmmoLand/status/1778466074284937516,9053
Mon Apr 15 15:36:00 +0000 2024,85907,105,0,2,21,Gun Control,https://x.com/TPAction_/status/1779896462585000307,2260
Fri Apr 12 11:10:19 +0000 2024,18023,26,0,0,17,Gun Control,https://x.com/AddisonSmithTV/status/1778742439693476062,657
Fri Apr 12 01:04:37 +0000 2024,35431,66,6,7,39,Gun Control,https://x.com/ASimplePatriot/status/1778590007994814781,1864
Thu Apr 11 20:36:04 +0000 2024,146118,5400,24,116,768,Gun Control,https://x.com/FenixAmmunition/status/1778522425430556819,126086
Thu Apr 11 23:38:09 +0000 2024,64454,907,101,1251,76,Gun Control,https://x.com/HarmfulOpinion/status/1778568250504446384,203541
Thu Apr 11 14:01:04 +0000 2024,44549,724,17,106,73,Gun Control,https://x.com/jeremykauffman/status/1778423023646687568,24442
Tue Apr 16 23:58:30 +0000 2024,146118,793,1,21,63,Gun Control,https://x.com/FenixAmmunition/status/1780385308736901269,10196
Wed Apr 17 20:22:14 +0000 2024,7059,150,2,22,37,Gun Control,https://x.com/RandyOnEd/status/1780693272685371896,3815
Thu Apr 11 21:52:19 +0000 2024,166663,1021,23,67,254,Gun Control,https://x.com/saras76/status/1778541614337790193,24010
Thu Apr 11 20:29:17 +0000 2024,30836,76,1,2,41,Gun Control,https://x.com/WSOnlineNews/status/1778520719275762016,3985
Mon Apr 15 18:01:37 +0000 2024,1557,409,1,16,39,Gun Control,https://x.com/jrb528/status/1779933110228103447,6858
Fri Apr 12 17:03:48 +0000 2024,73425,49,3,10,25,Gun Control,https://x.com/QueenDarbyy/status/1778831396959653888,1478
Thu Apr 11 10:50:21 +0000 2024,16224,548,21,15,139,Gun Control,https://x.com/LibertarianDuty/status/1778375025969500479,15333
Thu Apr 11 20:42:42 +0000 2024,27671,168,5,3,168,Gun Control,https://x.com/JakeCan72/status/1778524097959645399,5113
Thu Apr 11 15:50:32 +0000 2024,27671,196,5,23,172,Gun Control,https://x.com/JakeCan72/status/1778450571395322085,6189
Thu Apr 11 13:01:01 +0000 2024,170021,257,0,5,49,Gun Control,https://x.com/drjamesdinic/status/1778407909174452457,12244
Wed Apr 17 22:42:02 +0000 2024,448038,150,0,4,31,Gun Control,https://x.com/MrColionNoir/status/1780728453488111860,15305
Tue Apr 16 11:11:41 +0000 2024,26742,365,6,31,242,Gun Control,https://x.com/JakeSladeUSA/status/1780192336070279438,6095
Sun Apr 14 23:05:13 +0000 2024,39410,1969,11,82,176,Gun Control,https://x.com/Ur_a_Smartass_C/status/1779647123664912769,24460
Fri Apr 12 16:36:12 +0000 2024,984735,2626,31,76,451,Gun Control,https://x.com/stillgray/status/1778824451628658846,187885
Fri Apr 12 16:34:29 +0000 2024,88598,115,4,9,33,Gun Control,https://x.com/CatchUpFeed/status/1778824017459437938,4501
Mon Apr 15 17:42:42 +0000 2024,39695,813,5,20,98,Gun Control,https://x.com/ForestMommy/status/1779928350045163539,16242
Tue Apr 16 03:41:44 +0000 2024,45109,125,5,13,35,Gun Control,https://x.com/JohnRLottJr/status/1780079099249389946,19392
Thu Apr 11 16:29:28 +0000 2024,147605,1033,37,45,289,Gun Control,https://x.com/YALiberty/status/1778460369473683942,114493
Thu Apr 11 13:31:06 +0000 2024,8076,110,9,4,32,Gun Control,https://x.com/GoodAMLiberty/status/1778415478446137379,2528
Thu Apr 11 18:20:29 +0000 2024,78559,172,8,10,35,Gun Control,https://x.com/NuanceBro/status/1778488304842748111,5528
Fri Apr 12 07:15:29 +0000 2024,16533,171,6,4,64,Gun Control,https://x.com/ClydeDoSomethin/status/1778683342793437225,1977
Wed Apr 10 23:30:06 +0000 2024,3759,1145,11,43,143,Gun Control,https://x.com/MW4Liberty/status/1778203834344739104,26344
Sun Apr 14 00:00:01 +0000 2024,153788,148,2,4,25,Gun Control,https://x.com/yaf/status/1779298526184301036,4863
Mon Apr 15 18:50:32 +0000 2024,264244,557,1,5,78,Gun Control,https://x.com/gunpolicy/status/1779945421734887870,10236
Tue Apr 16 13:07:27 +0000 2024,6970,153,1,12,33,Gun Control,https://x.com/boomstickbabe/status/1780221469194129577,2201
Fri Apr 12 15:59:25 +0000 2024,12832,60,8,15,16,Gun Control,https://x.com/COHouseGOP/status/1778815195005038878,4752
Sat Apr 13 16:03:24 +0000 2024,1557,119,1,8,20,Gun Control,https://x.com/jrb528/status/1779178583648350473,2575
Thu Apr 11 16:49:00 +0000 2024,6581,82,4,16,46,Gun Control,https://x.com/TruePatriotAU/status/1778465284371673483,2624
Thu Apr 11 19:38:48 +0000 2024,1120955,954,34,54,334,Gun Control,https://x.com/DailyCaller/status/1778508015894757835,44937
Thu Apr 11 19:14:38 +0000 2024,784,64,4,12,35,Gun Control,https://x.com/CatSalgado32/status/1778501932593918378,1727
Fri Apr 12 00:34:17 +0000 2024,65435,55,0,5,21,Gun Control,https://x.com/KillAuDeepState/status/1778582377390026761,2028
Sat Apr 13 08:33:27 +0000 2024,206429,142,7,24,79,Gun Control,https://x.com/1Nicdar/status/1779065350300041323,11665
Thu Apr 11 17:47:03 +0000 2024,1506238,4899,79,126,1329,Gun Control,https://x.com/SebGorka/status/1778479893107380592,99077
Thu Apr 11 22:07:29 +0000 2024,9994,299,3,15,53,Gun Control,https://x.com/Simply4Truth_/status/1778545430923526633,3111
Thu Apr 11 20:04:44 +0000 2024,48384,122,2,13,41,Gun Control,https://x.com/Liberacrat_/status/1778514543045427365,5370
Thu Apr 11 15:55:04 +0000 2024,30094,177,11,14,46,Gun Control,https://x.com/PlanetOfMemes/status/1778451709238387118,3848
Fri Apr 12 01:29:36 +0000 2024,6044,44,4,5,23,Gun Control,https://x.com/LibsBeCrazy/status/1778596298364522738,1055
Wed Apr 10 23:49:38 +0000 2024,46091,168,9,15,18,Gun Control,https://x.com/LibertarianLars/status/1778208753093087534,6653
Thu Apr 11 00:03:35 +0000 2024,45818,49,2,5,21,Gun Control,https://x.com/LarrySharpe/status/1778212261720731710,4750
Fri Apr 12 04:16:35 +0000 2024,179,91,0,1,16,Gun Control,https://x.com/TokarevEnjoyer/status/1778638319926071789,1130
Thu Apr 11 16:49:52 +0000 2024,373404,524,11,20,152,Gun Control,https://x.com/TPostMillennial/status/1778465503498928403,15191
Sun Apr 14 15:50:41 +0000 2024,55044,357,13,26,249,Gun Control,https://x.com/RoseDC11/status/1779537770739822655,8684
Wed Apr 10 23:40:29 +0000 2024,18609,500,30,39,120,Gun Control,https://x.com/SaraHigdon_/status/1778206446716633182,19140
Thu Apr 11 14:06:31 +0000 2024,1421,73,6,11,17,Gun Control,https://x.com/currermell/status/1778424392038412718,2069
Thu Apr 11 16:54:42 +0000 2024,7638,129,4,6,36,Gun Control,https://x.com/davidmedinaofa/status/1778466717410476367,2548
Thu Apr 11 19:21:52 +0000 2024,146120,1849,0,26,256,Gun Control,https://x.com/FenixAmmunition/status/1778503752703443080,32691
Tue Apr 16 01:15:24 +0000 2024,610576,589,5,29,80,Gun Control,https://x.com/LibertyCappy/status/1780042275415839162,13163
Tue Apr 16 16:48:52 +0000 2024,39410,322,2,22,48,Gun Control,https://x.com/Ur_a_Smartass_C/status/1780277188387811736,5262
Wed Apr 10 15:54:28 +0000 2024,264254,246,1,4,43,Gun Control,https://x.com/gunpolicy/status/1778089170893680978,11753
Thu Apr 11 16:19:56 +0000 2024,55410,1705,61,61,413,Gun Control,https://x.com/CatholicVote/status/1778457966699540809,224902
Mon Apr 15 16:38:53 +0000 2024,40485,612,6,135,135,Gun Control,https://x.com/NoHolyScripture/status/1779912289296015720,8063
Sat Apr 13 18:23:51 +0000 2024,66682,330,7,52,22,Gun Control,https://x.com/WeaponsVault/status/1779213928423182758,21661
Thu Apr 11 13:38:16 +0000 2024,4410,189,14,0,112,Gun Control,https://x.com/Docs4GunControl/status/1778417282911244434,18050
Mon Apr 15 21:10:52 +0000 2024,15087,78,13,59,63,Gun Control,https://x.com/TheMaineWire/status/1779980735589269979,10593
Sat Apr 13 13:01:00 +0000 2024,2692,275,0,18,89,Gun Control,https://x.com/BreannaMShow/status/1779132680115744937,12707
Wed Apr 10 23:32:25 +0000 2024,17516,132,2,22,137,Gun Control,https://x.com/RagingKuJo1222/status/1778204417956737247,7500
Fri Apr 12 19:40:29 +0000 2024,11133,29,0,2,16,Gun Control,https://x.com/Sir_Charlsss/status/1778870825451409918,435
Thu Apr 11 21:12:45 +0000 2024,141214,50,0,6,28,Gun Control,https://x.com/JDunlap1974/status/1778531660000276891,1145
Fri Apr 12 14:39:37 +0000 2024,387808,3730,13,50,505,Gun Control,https://x.com/TheAKGuy/status/1778795110932603126,79873
Thu Apr 11 21:43:00 +0000 2024,448038,3229,53,93,685,Gun Control,https://x.com/MrColionNoir/status/1778539269482750216,68256
Fri Apr 12 16:33:47 +0000 2024,181103,317,12,12,76,Gun Control,https://x.com/Brick_Suit/status/1778823843198664920,6481
Mon Apr 15 11:59:38 +0000 2024,2039,293,7,56,57,Gun Control,https://x.com/GrampsToolshed/status/1779842014772617421,5106
Thu Apr 11 21:58:48 +0000 2024,1545,160,7,10,47,Gun Control,https://x.com/RedPillLaredo/status/1778543246395813920,4259
Wed Apr 10 11:25:07 +0000 2024,15087,113,3,9,47,Gun Control,https://x.com/TheMaineWire/status/1778021388164489515,3903
Sat Apr 13 02:05:10 +0000 2024,19927,45,1,1,17,Gun Control,https://x.com/_emergent_/status/1778967633330614274,1294
Thu Apr 11 03:22:03 +0000 2024,5208,122,0,24,21,Gun Control,https://x.com/radiokaos666/status/1778262207530467815,3124
Sat Apr 13 15:00:01 +0000 2024,409036,1512,4,18,181,Gun Control,https://x.com/Not_the_Bee/status/1779162633482190874,31241
Thu Apr 11 22:59:16 +0000 2024,20668,351,17,23,223,Gun Control,https://x.com/Maga4liberty/status/1778558464014332343,9831
Sun Apr 14 14:52:17 +0000 2024,3871,1385,6,40,108,Gun Control,https://x.com/thebigjohnnyd/status/1779523075832442965,24850
Thu Apr 11 16:08:36 +0000 2024,77441,249,10,14,83,Gun Control,https://x.com/breeadail/status/1778455117106233542,9500
Fri Apr 12 13:18:19 +0000 2024,35201,35,0,5,19,Gun Control,https://x.com/RobGerundo/status/1778774649322774717,733
Thu Apr 11 17:21:16 +0000 2024,7363,137,5,9,99,Gun Control,https://x.com/MAGACharlie2024/status/1778473402262499431,2912
Fri Apr 12 15:50:45 +0000 2024,144801,16545,210,694,6898,Obamacare,https://x.com/SteveLovesAmmo/status/1778813013778211266,387436
Tue Apr 16 00:54:10 +0000 2024,144801,8052,96,256,3548,Obamacare,https://x.com/SteveLovesAmmo/status/1780036932665245909,114095
Sat Apr 13 15:55:22 +0000 2024,47029,279,6,32,222,Obamacare,https://x.com/dpl_3/status/1779176559775035536,6978
Thu Apr 11 23:55:21 +0000 2024,166658,2852,76,202,1599,Obamacare,https://x.com/wendyp4545/status/1778572577885028401,52044
Sat Apr 13 03:49:02 +0000 2024,15722,125,2,29,76,Obamacare,https://x.com/DenisonBarbs/status/1778993775081406828,2783
Fri Apr 12 11:49:00 +0000 2024,166658,9696,164,436,4973,Obamacare,https://x.com/wendyp4545/status/1778752174245171448,439139
Wed Apr 17 21:41:16 +0000 2024,1734,350,5,239,65,Obamacare,https://x.com/JimAbbo67226878/status/1780713162654032061,12422
Wed Apr 17 14:55:06 +0000 2024,47393,68,0,8,24,Obamacare,https://x.com/LarsLarsonShow/status/1780610947872329906,2018
Mon Apr 15 20:43:13 +0000 2024,1231182,10343,119,112,1953,Obamacare,https://x.com/Cernovich/status/1779973779051135098,263316
Tue Apr 16 00:47:37 +0000 2024,2352,249,2,8,35,Obamacare,https://x.com/Amer_icanbadass/status/1780035283851080179,2926
Fri Apr 12 19:01:47 +0000 2024,1565,5382,49,60,227,Obamacare,https://x.com/RationalWins/status/1778861087708131506,148892
Fri Apr 12 21:21:11 +0000 2024,237295,534,15,63,69,Obamacare,https://x.com/SteveDeaceShow/status/1778896168807719178,60532
Sat Apr 13 00:28:37 +0000 2024,349180,125,2,46,33,Obamacare,https://x.com/ProudElephantUS/status/1778943335518064878,6267
Tue Apr 16 22:24:40 +0000 2024,210359,2317,4,39,491,Obamacare,https://x.com/notcapnamerica/status/1780361695073874184,53397
Sat Apr 13 11:50:32 +0000 2024,13223,107,1,39,22,Obamacare,https://x.com/CryptidPolitics/status/1779114945826726374,3611
Fri Apr 12 19:17:24 +0000 2024,3293,385,6,35,93,Obamacare,https://x.com/DarAlderson/status/1778865019070890102,29457
Fri Apr 12 22:25:53 +0000 2024,1081,131,7,49,26,Obamacare,https://x.com/The_LFB/status/1778912449841742033,6856
Fri Apr 12 20:54:19 +0000 2024,65980,133,0,9,24,Obamacare,https://x.com/IMAO_/status/1778889406490849363,5809
Fri Apr 12 16:30:04 +0000 2024,69439,509,21,71,168,Obamacare,https://x.com/Charlieleduff/status/1778822904731283950,23870
Sat Apr 13 15:00:53 +0000 2024,773739,351,7,180,93,Obamacare,https://x.com/Morning_Joe/status/1779162849077547170,24501
Fri Apr 12 15:03:05 +0000 2024,661,65,1,1,29,Obamacare,https://x.com/DoYouHaveALens/status/1778801017997689322,1722
Sat Apr 13 04:36:20 +0000 2024,4807,38,3,5,22,Obamacare,https://x.com/NoogaJack/status/1779005676905193730,1316
Wed Apr 10 20:29:24 +0000 2024,166649,941,11,30,526,Obamacare,https://x.com/DefiyantlyFree/status/1778158362292854793,11908
Mon Apr 15 02:56:43 +0000 2024,153771,982,34,87,477,Obamacare,https://x.com/BigBlueWaveUSA/status/1779705385622065265,29871
Thu Apr 11 21:30:26 +0000 2024,104706,107,4,20,45,Obamacare,https://x.com/JKash000/status/1778536109582205120,1564
Sat Apr 13 15:22:59 +0000 2024,21206,26,0,1,24,Obamacare,https://x.com/ReillyBelle57/status/1779168412201017586,565
Fri Apr 12 19:10:08 +0000 2024,24571,83,0,5,34,Obamacare,https://x.com/RotNScoundrel/status/1778863186696982595,1284
Fri Apr 12 12:52:10 +0000 2024,773739,649,52,317,305,Obamacare,https://x.com/Morning_Joe/status/1778768070472782132,41191
Fri Apr 12 16:25:40 +0000 2024,9160,383,2,27,99,Obamacare,https://x.com/BarryMarkson1/status/1778821800497234281,13897
Sat Apr 13 19:54:21 +0000 2024,75511,251,4,19,190,Obamacare,https://x.com/LqLana/status/1779236702575272322,3863
Fri Apr 12 14:45:53 +0000 2024,353831,360,33,260,80,Obamacare,https://x.com/FrankLuntz/status/1778796685939835385,108548
Sun Apr 14 01:20:56 +0000 2024,105730,163,1,6,53,Obamacare,https://x.com/aravosis/status/1779318890549624928,6487
Fri Apr 12 22:38:53 +0000 2024,16338,414,4,22,66,Obamacare,https://x.com/greggnunziata/status/1778915723680661698,44594
Wed Apr 10 02:07:19 +0000 2024,2748,68,1,7,25,Obamacare,https://x.com/RealRaniaToni/status/1777881010748702787,1008
Fri Apr 12 11:53:33 +0000 2024,100583,1025,26,70,458,Obamacare,https://x.com/cwebbonline/status/1778753317503631449,18861
Sat Apr 13 19:15:57 +0000 2024,3575365,28,2,6,23,Obamacare,https://x.com/Newsweek/status/1779227038554993082,11593
Mon Apr 15 22:19:52 +0000 2024,106888,343,2,29,166,Obamacare,https://x.com/ColinAllredTX/status/1779998098808291689,7281
Fri Apr 12 19:17:34 +0000 2024,3957,223,8,98,25,Obamacare,https://x.com/realdanstilwell/status/1778865058501583167,17250
Sat Apr 13 13:45:41 +0000 2024,1436,36,0,5,16,Obamacare,https://x.com/KenLittwinJr/status/1779143925720096909,835
Wed Apr 10 15:10:11 +0000 2024,5490,82,7,7,25,Obamacare,https://x.com/DreamAmerica_/status/1778078026535936367,3096
Fri Apr 12 21:22:30 +0000 2024,309276,197,5,93,28,Obamacare,https://x.com/johncardillo/status/1778896499880960429,23109
Sat Apr 13 14:14:51 +0000 2024,309276,142,2,55,25,Obamacare,https://x.com/johncardillo/status/1779151266012119396,17321
Fri Apr 12 16:14:04 +0000 2024,217464,415,5,17,208,Obamacare,https://x.com/wdunlap/status/1778818880758292892,8907
Sat Apr 13 12:13:38 +0000 2024,12515,204,4,93,42,Obamacare,https://x.com/reeseonable/status/1779120761602523178,12421
Wed Apr 10 03:21:35 +0000 2024,100650,272,2,13,151,Obamacare,https://x.com/pvtjokerus/status/1777899701943292281,5096
Fri Apr 12 22:13:09 +0000 2024,206748,123,2,13,33,Obamacare,https://x.com/RMConservative/status/1778909245427110396,7221
Tue Apr 16 02:38:08 +0000 2024,21888,30,1,0,22,Obamacare,https://x.com/FreedomWritersC/status/1780063096607748251,1392
Sat Apr 13 22:25:24 +0000 2024,25299,70,1,3,62,Obamacare,https://x.com/JackRayher/status/1779274718672982483,1496
Sat Apr 13 18:26:34 +0000 2024,4647,64,1,2,20,Obamacare,https://x.com/taken0727/status/1779214612782563764,527
Sat Apr 13 14:31:26 +0000 2024,15879,554,2,17,72,Obamacare,https://x.com/queerBengali/status/1779155440158536007,13622
Fri Apr 12 12:34:26 +0000 2024,899694,4905,74,161,2052,Obamacare,https://x.com/atrupar/status/1778763608622608435,353190
Fri Apr 12 03:39:04 +0000 2024,23110,213,2,19,22,Obamacare,https://x.com/RussOnPolitics/status/1778628876823908839,10608
Sat Apr 13 19:40:13 +0000 2024,210359,72,0,1,23,Obamacare,https://x.com/notcapnamerica/status/1779233148896677973,8332
