likeCount,createdAt,searchTerm,replyCount,quoteCount,retweetCount,viewCount,followersCount
36104,Sat Apr 13 22:55:16 +0000 2024,Israel,476,261,17205,1168193,585599
15567,Sat Apr 13 22:54:16 +0000 2024,Israel,5154,650,1725,2439058,1065073
26230,Sat Apr 13 21:09:00 +0000 2024,Israel,663,237,14511,667156,585599
191878,Sat Apr 13 20:33:50 +0000 2024,Israel,873,340,40944,4713859,246839
7312,Sat Apr 13 20:28:52 +0000 2024,Israel,4605,320,1285,384556,177465
269,Sat Apr 13 22:55:41 +0000 2024,Israel,33,35,123,25948,1169
11225,Tue Apr 09 16:40:30 +0000 2024,Israel,2128,247,2681,407578,696796
17760,Sat Apr 13 23:46:20 +0000 2024,Israel,1659,237,4377,1361889,242963
72555,Sat Apr 13 20:39:08 +0000 2024,Israel,112,276,13080,949079,1694
22970,Fri Apr 12 15:46:17 +0000 2024,Israel,297,152,5053,496195,372284
15637,Sat Apr 13 22:19:47 +0000 2024,Israel,14868,1195,2458,3167835,703513
44532,Sat Apr 13 22:08:15 +0000 2024,Israel,500,140,4321,1034376,2612274
12624,Sat Apr 13 23:55:28 +0000 2024,Israel,1501,110,2766,396058,1106398
56022,Sat Apr 13 22:15:33 +0000 2024,Israel,3008,636,14833,2271273,242963
70592,Sat Apr 13 23:33:39 +0000 2024,Israel,416,227,17428,1192037,105958
36867,Sat Apr 13 20:29:56 +0000 2024,Israel,439,235,10272,653364,27409
2606,Sat Apr 13 21:50:53 +0000 2024,Israel,211,968,569,2353151,171251
57426,Sat Apr 13 13:20:00 +0000 2024,Israel,3351,804,6035,4297188,2612274
159218,Sat Apr 13 20:42:01 +0000 2024,Israel,326,86,30270,3031271,660808
13726,Sat Apr 13 17:55:00 +0000 2024,Israel,173,171,8773,275091,219299
15456,Sat Apr 13 23:44:02 +0000 2024,Israel,3189,416,2916,1596727,242963
19551,Sat Apr 13 22:53:28 +0000 2024,Israel,1778,188,2982,750406,1276847
82526,Sat Apr 13 20:28:55 +0000 2024,Israel,1022,857,15045,3410021,2612274
29934,Sat Apr 13 20:23:06 +0000 2024,Israel,1542,482,10619,1322158,1272032
18497,Sat Apr 13 21:38:14 +0000 2024,Israel,8456,1470,1793,2297565,161260
44654,Sat Apr 13 21:29:02 +0000 2024,Israel,15859,1650,4448,2919158,5654674
3385,Sat Apr 13 16:01:05 +0000 2024,Israel,28,6,1112,57348,1177
17757,Sat Apr 13 23:19:42 +0000 2024,Israel,451,205,3574,939468,2612274
6024,Sat Apr 13 20:07:20 +0000 2024,Israel,322,181,2209,404393,470774
6264,Sat Apr 13 21:40:06 +0000 2024,Israel,12,20,1355,95190,40212
25813,Sat Apr 13 22:14:16 +0000 2024,Israel,880,300,8416,889340,351681
9516,Sat Apr 13 21:54:15 +0000 2024,Israel,121,50,1491,143982,166221
354,Sat Apr 13 23:21:43 +0000 2024,Israel,7,2,89,5813,8171
6152,Sat Apr 13 22:49:33 +0000 2024,Israel,640,70,2973,128132,81406
9206,Sat Apr 13 22:20:32 +0000 2024,Israel,251,58,1679,190713,353864
39733,Sat Apr 13 21:54:11 +0000 2024,Israel,1621,481,10763,1794428,326884
40146,Sat Apr 13 20:38:08 +0000 2024,Israel,1133,377,7595,1301430,269262
84501,Sat Apr 13 21:34:42 +0000 2024,Israel,1019,478,18175,2676052,1260105
240,Sat Apr 13 19:29:06 +0000 2024,Israel,70,15,70,21530,45030
79252,Sat Apr 13 21:21:20 +0000 2024,Israel,623,154,10641,2251372,2123845
3269,Sat Apr 13 22:47:26 +0000 2024,Israel,480,115,1823,115497,397987
16794,Sat Apr 13 20:38:52 +0000 2024,Israel,1549,97,3142,1603071,61087
24571,Sat Apr 13 21:06:02 +0000 2024,Israel,5792,484,2092,1040250,2826342
46768,Sat Apr 13 22:14:37 +0000 2024,Israel,2179,550,5226,11410712,1735775
25267,Sat Apr 13 14:11:43 +0000 2024,Israel,3337,1329,15615,3131560,3206897
40943,Sat Apr 13 20:45:18 +0000 2024,Israel,1745,270,7966,986398,242963
6477,Fri Apr 12 19:23:42 +0000 2024,Israel,1397,689,1250,1137646,28194
35539,Sat Apr 13 21:44:00 +0000 2024,Israel,647,309,10057,1422290,56227
256,Sat Apr 13 22:58:25 +0000 2024,Israel,15,13,244,5141,13589
116565,Sat Apr 13 21:26:19 +0000 2024,Israel,1018,654,24905,2848488,166934
9473,Sat Apr 13 21:01:26 +0000 2024,Israel,385,37,2977,277918,133641
10694,Sat Apr 13 23:42:24 +0000 2024,Israel,14,47,3215,238168,12836
2814,Sat Apr 13 23:33:22 +0000 2024,Israel,111,66,1077,265467,292922
58724,Sat Apr 13 22:29:51 +0000 2024,Israel,1538,425,10679,2626320,9114399
13863,Sat Apr 13 20:08:02 +0000 2024,Israel,19233,6575,1439,9511034,3217978
67368,Sat Apr 13 23:24:30 +0000 2024,Israel,23062,4190,11156,11764452,34761703
31358,Sat Apr 13 20:33:21 +0000 2024,Israel,1264,188,12679,695361,22606
50955,Sat Apr 13 21:14:25 +0000 2024,Israel,33502,8848,8504,12812004,2334622
26068,Sat Apr 13 21:20:32 +0000 2024,Israel,524,371,11132,1278410,240752
561,Sat Apr 13 23:00:51 +0000 2024,Israel,28,16,385,8268,141349
25883,Sat Apr 13 22:49:00 +0000 2024,Israel,965,587,6667,1212062,2890
9685,Sat Apr 13 20:31:03 +0000 2024,Israel,13601,3819,910,23317723,474880
13317,Sat Apr 13 21:08:31 +0000 2024,Israel,8572,4383,1544,7478122,9973
31089,Sat Apr 13 19:56:03 +0000 2024,Israel,1669,335,9674,1162255,1128775
4474,Sat Apr 13 22:12:31 +0000 2024,Israel,88,14,938,98913,1714
4401,Thu Apr 11 14:09:40 +0000 2024,Israel,1128,136,805,136245,82178
2940,Fri Apr 12 04:28:29 +0000 2024,Israel,159,219,1980,317007,49160
12061,Sat Apr 13 20:25:00 +0000 2024,Israel,8533,754,2313,686588,21693
28573,Sat Apr 13 21:29:47 +0000 2024,Israel,1607,440,7663,802603,1537050
13421,Sat Apr 13 20:58:51 +0000 2024,Israel,474,143,2601,764264,77984
5668,Sat Apr 13 21:02:55 +0000 2024,Israel,887,135,863,5547049,677793
14163,Sun Apr 07 09:44:11 +0000 2024,Israel,444,101,1793,296705,110975
186,Sat Apr 13 21:09:13 +0000 2024,Israel,2,1,152,803,19781
217,Sat Apr 06 21:44:34 +0000 2024,Israel,4,13,113,103973,1446
322,Sat Apr 13 21:49:42 +0000 2024,Israel,11,4,60,42395,211771
80,Tue Apr 09 02:31:18 +0000 2024,Israel,6,3,63,2207,3329
450,Mon Apr 08 20:30:20 +0000 2024,Israel,37,7,79,34776,6543
1043,Mon Apr 08 12:03:51 +0000 2024,Israel,595,15,140,156018,903
715,Tue Apr 09 07:48:47 +0000 2024,Israel,169,236,459,5022,41382
4787,Tue Apr 09 19:52:34 +0000 2024,Israel,418,267,4183,526767,138968
397,Sat Apr 13 22:44:07 +0000 2024,Israel,5,5,309,3869,13589
3717,Sat Apr 13 21:13:21 +0000 2024,Israel,912,1589,1470,3201692,269262
198,Sat Apr 13 01:54:15 +0000 2024,Israel,2,9,132,29722,22721
1711,Sat Apr 13 23:06:44 +0000 2024,Israel,38,8,435,55865,41542
6442,Sat Apr 13 06:34:34 +0000 2024,Israel,115,37,979,173211,1768
2000,Sat Apr 06 20:48:52 +0000 2024,Israel,0,11,253,48534,3654
81,Tue Apr 09 03:04:52 +0000 2024,Israel,4,4,48,4599,25216
9526,Sat Apr 13 23:20:58 +0000 2024,Israel,11501,1766,958,2792261,123195
2347,Sat Apr 13 23:03:36 +0000 2024,Israel,116,58,327,384018,4603
181,Sun Apr 07 07:40:39 +0000 2024,Israel,5,14,119,14820,11171
1370,Mon Apr 08 14:54:19 +0000 2024,Israel,6,639,850,65136,2443
1835,Mon Apr 08 13:34:17 +0000 2024,Covid Vaccines,95,64,945,161945,178628
6201,Fri Apr 12 10:32:58 +0000 2024,Covid Vaccines,511,97,2324,481532,13510
1120,Mon Apr 08 10:30:46 +0000 2024,Covid Vaccines,285,25,326,135344,201322
2624,Thu Apr 11 11:48:28 +0000 2024,Covid Vaccines,67,36,1374,67440,1757828
1120,Fri Apr 12 07:33:10 +0000 2024,Covid Vaccines,107,48,773,47910,52732
22766,Thu Apr 11 13:19:38 +0000 2024,Covid Vaccines,642,415,9362,1261934,1757828
354,Fri Apr 12 15:25:22 +0000 2024,Covid Vaccines,62,9,152,22072,737817
4845,Tue Apr 09 19:01:10 +0000 2024,Covid Vaccines,95,80,2344,207366,872614
653,Fri Apr 12 02:28:22 +0000 2024,Covid Vaccines,538,90,322,144668,13775
367,Mon Apr 08 08:36:10 +0000 2024,Covid Vaccines,7,6,233,9031,90518
959,Thu Apr 11 16:15:00 +0000 2024,Covid Vaccines,42,23,499,148179,176200
259,Tue Apr 09 15:39:02 +0000 2024,Covid Vaccines,34,12,134,43522,43593
5187,Sat Apr 13 12:02:04 +0000 2024,Covid Vaccines,209,152,2772,374053,172935
180,Sat Apr 13 13:31:27 +0000 2024,Covid Vaccines,331,23,77,40885,176200
916,Thu Apr 11 05:35:26 +0000 2024,Covid Vaccines,29,34,531,42082,77496
188,Sat Apr 06 17:35:19 +0000 2024,Covid Vaccines,27,6,88,6857,18071
221,Fri Apr 12 19:20:14 +0000 2024,Covid Vaccines,7,1,88,9468,24345
3344,Thu Apr 11 13:22:46 +0000 2024,Covid Vaccines,207,14,288,132913,808506
264,Fri Apr 12 20:47:36 +0000 2024,Covid Vaccines,38,9,139,6398,6984
308,Thu Apr 11 17:40:07 +0000 2024,Covid Vaccines,21,6,147,24054,176200
4233,Sun Apr 07 15:22:11 +0000 2024,Covid Vaccines,111,69,2109,272677,46964
150,Sat Apr 13 08:37:04 +0000 2024,Covid Vaccines,5,1,70,2537,7900
3378,Sat Apr 06 17:10:00 +0000 2024,Covid Vaccines,394,29,261,79312,653894
431,Thu Apr 11 18:51:00 +0000 2024,Covid Vaccines,19,11,277,19813,147136
262,Sat Apr 13 19:24:28 +0000 2024,Covid Vaccines,17,13,139,117160,1722
205,Sat Apr 13 16:49:54 +0000 2024,Covid Vaccines,25,9,91,5803,6984
344,Fri Apr 12 13:30:01 +0000 2024,Covid Vaccines,8,9,113,8671,38441
1198,Fri Apr 12 00:37:56 +0000 2024,Covid Vaccines,35,42,771,47073,73155
4306,Tue Apr 09 10:01:14 +0000 2024,Covid Vaccines,629,167,2219,291911,407727
521,Fri Apr 12 11:54:28 +0000 2024,Covid Vaccines,39,13,335,25581,140952
13674,Sun Apr 07 06:54:22 +0000 2024,Covid Vaccines,504,381,6234,512523,599197
1217,Sat Apr 06 21:25:17 +0000 2024,Covid Vaccines,37,17,626,20844,77496
377,Fri Apr 12 22:33:29 +0000 2024,Covid Vaccines,62,9,95,10914,58719
215,Fri Apr 12 20:31:15 +0000 2024,Covid Vaccines,15,7,112,5778,25284
368,Sun Apr 07 02:45:10 +0000 2024,Covid Vaccines,31,5,148,9595,6369
367,Thu Apr 11 19:57:26 +0000 2024,Covid Vaccines,106,19,89,43409,6973
2545,Sat Apr 13 04:30:10 +0000 2024,Covid Vaccines,1728,147,899,186620,9450637
263,Sat Apr 13 22:51:51 +0000 2024,Covid Vaccines,20,11,99,4930,46964
1825,Sat Apr 06 10:58:57 +0000 2024,Covid Vaccines,139,36,762,121565,22226
7272,Sat Apr 06 14:22:09 +0000 2024,Covid Vaccines,263,401,4597,529254,132635
42,Mon Apr 08 12:32:36 +0000 2024,Covid Vaccines,2,1,66,841,5869
1019,Mon Apr 08 13:32:04 +0000 2024,Covid Vaccines,192,24,177,120017,157211
338,Sat Apr 13 08:08:50 +0000 2024,Covid Vaccines,28,7,111,45437,1757829
759,Wed Apr 10 04:07:05 +0000 2024,Covid Vaccines,44,17,392,18609,172932
2355,Fri Apr 12 11:45:26 +0000 2024,Covid Vaccines,84,110,945,329620,43781
5553,Tue Apr 09 15:48:29 +0000 2024,Covid Vaccines,416,35,1086,642309,19249
1564,Wed Apr 10 12:08:34 +0000 2024,Covid Vaccines,87,34,613,47403,407724
392,Thu Apr 11 11:17:26 +0000 2024,Covid Vaccines,22,14,221,22169,42283
278,Wed Apr 10 12:42:08 +0000 2024,Covid Vaccines,45,2,57,9876,19249
152,Tue Apr 09 16:34:22 +0000 2024,Covid Vaccines,35,6,154,4909,61797
494,Fri Apr 12 23:54:03 +0000 2024,Covid Vaccines,65,50,278,90568,6240
9558,Wed Apr 10 22:52:15 +0000 2024,Covid Vaccines,560,75,1953,1100778,43884
792,Tue Apr 09 13:18:35 +0000 2024,Covid Vaccines,107,9,336,37810,142988
27148,Sat Apr 13 17:57:55 +0000 2024,Covid Vaccines,64,52,1418,1135312,266177
22625,Fri Apr 12 01:31:53 +0000 2024,Covid Vaccines,613,187,7359,2062494,872606
124,Mon Apr 08 20:22:13 +0000 2024,Covid Vaccines,5,7,52,2733,25284
300,Tue Apr 09 09:32:27 +0000 2024,Covid Vaccines,22,9,322,7705,17298
361,Sat Apr 06 20:12:50 +0000 2024,Covid Vaccines,44,6,106,21899,414368
1372,Sat Apr 06 20:55:08 +0000 2024,Covid Vaccines,141,20,484,63622,124155
501,Sun Apr 07 06:02:11 +0000 2024,Covid Vaccines,21,7,193,13641,46964
621,Sun Apr 07 07:11:14 +0000 2024,Covid Vaccines,27,14,286,19274,24892
655,Fri Apr 12 19:37:56 +0000 2024,Covid Vaccines,32,11,302,47513,1008971
552,Wed Apr 10 01:50:16 +0000 2024,Covid Vaccines,51,7,252,36901,1757830
922,Tue Apr 09 11:32:14 +0000 2024,Covid Vaccines,108,13,367,26429,35577
17518,Mon Apr 08 20:51:12 +0000 2024,Covid Vaccines,1043,260,8131,777422,1475012
237,Thu Apr 11 05:52:33 +0000 2024,Covid Vaccines,126,2,86,14774,11340
252,Fri Apr 12 17:03:22 +0000 2024,Covid Vaccines,69,9,52,34195,170200
2853,Sun Apr 07 17:08:14 +0000 2024,Covid Vaccines,79,106,2332,101073,132634
515,Thu Apr 11 23:31:16 +0000 2024,Covid Vaccines,19,13,286,11536,46964
567,Wed Apr 10 23:06:02 +0000 2024,Covid Vaccines,25,6,374,11710,172935
372,Sat Apr 13 05:30:24 +0000 2024,Covid Vaccines,28,34,204,76495,10573
9036,Thu Apr 11 19:30:17 +0000 2024,Covid Vaccines,10768,1324,3226,3318612,9450637
425,Mon Apr 08 19:47:23 +0000 2024,Covid Vaccines,71,9,107,10566,6973
1916,Thu Apr 11 10:28:30 +0000 2024,Covid Vaccines,98,34,1012,80252,172935
104,Sun Apr 07 00:39:48 +0000 2024,Covid Vaccines,11,2,127,3166,5870
227,Fri Apr 12 16:06:57 +0000 2024,Covid Vaccines,18,3,69,3596,52845
859,Fri Apr 12 18:26:17 +0000 2024,Covid Vaccines,68,28,339,70914,35308
8825,Sat Apr 06 19:04:32 +0000 2024,Covid Vaccines,305,181,4540,306954,1286421
338,Fri Apr 12 17:00:00 +0000 2024,Covid Vaccines,21,6,143,8319,83802
1083,Mon Apr 08 23:30:18 +0000 2024,Covid Vaccines,59,8,328,19043,56355
1838,Thu Apr 11 06:58:09 +0000 2024,Covid Vaccines,124,21,940,51270,236244
1003,Thu Apr 11 13:10:59 +0000 2024,Covid Vaccines,226,6,116,32495,19249
6351,Thu Apr 11 22:16:57 +0000 2024,Covid Vaccines,61,4,247,44960,150434
1236,Tue Apr 09 04:13:31 +0000 2024,Covid Vaccines,306,19,173,490471,1757830
1428,Sat Apr 13 09:21:17 +0000 2024,Covid Vaccines,42,33,1059,32240,216137
809,Wed Apr 10 01:40:39 +0000 2024,Covid Vaccines,86,15,412,19106,71195
1189,Fri Apr 12 18:42:23 +0000 2024,Covid Vaccines,65,14,471,38198,433635
1017,Thu Apr 11 12:00:17 +0000 2024,Covid Vaccines,36,17,476,25097,277154
615,Fri Apr 12 14:40:39 +0000 2024,Covid Vaccines,125,7,173,12435,33180
143,Fri Apr 12 15:31:41 +0000 2024,Covid Vaccines,14,12,71,8384,38237
401,Tue Apr 09 18:11:40 +0000 2024,Covid Vaccines,30,7,306,9809,295534
195,Thu Apr 11 13:38:46 +0000 2024,Covid Vaccines,128,4,80,8368,51061
662,Sun Apr 07 08:00:12 +0000 2024,Covid Vaccines,36,17,275,22345,454232
418,Thu Apr 11 05:26:11 +0000 2024,Covid Vaccines,18,7,179,12682,470774
254,Sat Apr 13 10:53:15 +0000 2024,Covid Vaccines,20,2,51,5549,46808
277,Thu Apr 11 15:21:01 +0000 2024,Covid Vaccines,31,11,270,6891,90979
392,Sun Apr 07 08:46:58 +0000 2024,Covid Vaccines,22,5,76,14401,33958
305,Thu Apr 11 15:34:34 +0000 2024,Covid Vaccines,68,17,62,34440,142989
669,Thu Apr 11 04:23:28 +0000 2024,Covid Vaccines,24,10,227,69063,111454
477,Sun Apr 07 00:27:00 +0000 2024,Covid Vaccines,20,9,223,14271,63482
3011,Thu Apr 11 15:28:05 +0000 2024,Covid Vaccines,43,45,829,182364,693216
140,Sat Apr 13 08:42:58 +0000 2024,Covid Vaccines,6,3,52,4930,13317
688,Thu Apr 11 04:44:25 +0000 2024,Covid Vaccines,31,17,364,21152,172933
49,Sun Apr 07 06:46:52 +0000 2024,Covid Vaccines,1,0,97,850,5870
627,Thu Apr 11 12:35:49 +0000 2024,Covid Vaccines,25,13,294,20406,14609
214,Thu Apr 11 21:02:08 +0000 2024,Covid Vaccines,2,9,187,5588,27337
612,Sun Apr 07 14:23:47 +0000 2024,Covid Vaccines,79,13,205,24365,46964
2020,Sun Apr 07 04:48:48 +0000 2024,Covid Vaccines,80,28,643,73044,14692
1738,Fri Apr 12 00:26:17 +0000 2024,Covid Vaccines,37,14,74,235779,12385
619,Sat Apr 13 19:40:17 +0000 2024,Covid Vaccines,69,3,54,53494,4330
723,Fri Apr 12 05:41:40 +0000 2024,Covid Vaccines,34,16,460,22041,172933
246,Mon Apr 08 20:29:25 +0000 2024,Covid Vaccines,27,11,148,11362,102465
390,Thu Apr 11 07:50:47 +0000 2024,Covid Vaccines,12,9,157,8281,46964
368,Sat Apr 06 21:10:19 +0000 2024,Covid Vaccines,22,6,145,9685,25284
174,Thu Apr 11 01:53:54 +0000 2024,Covid Vaccines,10,7,79,7007,172933
297,Fri Apr 12 04:43:54 +0000 2024,Covid Vaccines,8,6,177,22671,46964
2341,Tue Apr 09 11:26:13 +0000 2024,Covid Vaccines,86,100,1615,83381,172933
225,Sat Apr 13 21:05:06 +0000 2024,Covid Vaccines,24,9,114,2882,748
143800,Thu Apr 11 18:35:52 +0000 2024,Euthanasia,2165,2191,14755,9147570,3892
152,Fri Apr 12 15:24:48 +0000 2024,Euthanasia,9,4,57,3430,3475
464,Mon Apr 08 10:16:54 +0000 2024,Euthanasia,89,38,534,24086,5626
318,Fri Apr 12 16:30:31 +0000 2024,Euthanasia,40,15,303,13527,1068199
109,Mon Apr 08 19:23:34 +0000 2024,Euthanasia,8,5,166,1173,793
201,Mon Apr 08 19:10:39 +0000 2024,Euthanasia,8,7,170,4313,88151
550,Fri Apr 12 15:43:08 +0000 2024,Euthanasia,39,31,258,31931,39742
286,Thu Apr 11 19:33:59 +0000 2024,Euthanasia,32,23,418,11890,5626
322,Tue Apr 09 20:13:29 +0000 2024,Euthanasia,35,19,382,8132,5626
87,Wed Apr 10 13:58:33 +0000 2024,Euthanasia,11,5,71,1620,11876
398,Sun Apr 07 21:22:33 +0000 2024,Euthanasia,50,23,445,7723,5626
99,Sat Apr 06 17:02:11 +0000 2024,Euthanasia,24,5,122,1387,5626
304,Thu Apr 11 17:54:19 +0000 2024,Euthanasia,54,27,394,12131,5626
488,Tue Apr 09 13:16:35 +0000 2024,Euthanasia,110,30,587,7394,5626
594,Tue Apr 09 19:58:41 +0000 2024,Euthanasia,84,43,659,12529,5626
230,Sun Apr 07 11:13:12 +0000 2024,Euthanasia,14,8,246,4560,5626
147,Tue Apr 09 17:59:24 +0000 2024,Euthanasia,15,13,239,4651,2125
60,Tue Apr 09 07:12:57 +0000 2024,Euthanasia,9,4,47,2586,166272
389,Mon Apr 08 14:00:37 +0000 2024,Euthanasia,58,17,103,29764,2714395
571,Sat Apr 13 17:52:38 +0000 2024,Euthanasia,4,2,216,16432,8662
372,Wed Apr 10 06:29:41 +0000 2024,Euthanasia,19,15,626,24581,80517
879,Fri Apr 12 13:01:45 +0000 2024,Euthanasia,28,75,173,146739,47955
3102,Mon Apr 08 13:41:30 +0000 2024,Euthanasia,275,50,493,164159,2502934
315,Tue Apr 09 19:54:16 +0000 2024,Euthanasia,38,30,392,6837,5626
2406,Wed Apr 10 10:57:19 +0000 2024,Euthanasia,80,76,1604,72954,216137
37,Thu Apr 11 00:04:53 +0000 2024,Euthanasia,3,7,65,575,26752
195,Thu Apr 11 17:59:49 +0000 2024,Euthanasia,25,20,246,5216,5626
95,Sat Apr 13 03:34:15 +0000 2024,Euthanasia,4,1,131,1533,1254
151,Wed Apr 10 12:10:15 +0000 2024,Euthanasia,20,1,64,4161,51015
197,Tue Apr 09 23:48:49 +0000 2024,Euthanasia,7,4,106,21934,506564
211,Mon Apr 08 13:28:05 +0000 2024,Euthanasia,21,4,51,30109,107978
518,Tue Apr 09 17:50:12 +0000 2024,Euthanasia,8,1,50,10090,57155
702,Mon Apr 08 10:24:44 +0000 2024,Euthanasia,265,81,89,176764,92898
515,Tue Apr 09 17:40:34 +0000 2024,Euthanasia,46,11,67,46271,286080
218,Tue Apr 09 23:53:35 +0000 2024,Euthanasia,31,13,319,11562,6082
25,Thu Apr 11 19:16:45 +0000 2024,Euthanasia,4,3,48,639,1801
93,Thu Apr 11 16:05:51 +0000 2024,Euthanasia,16,26,48,29929,2991
89,Fri Apr 12 14:26:32 +0000 2024,Euthanasia,1,2,51,2318,8662
252,Tue Apr 09 05:30:00 +0000 2024,Euthanasia,21,5,46,26174,2714395
120,Wed Apr 10 10:44:58 +0000 2024,Euthanasia,13,13,71,16639,3554
35,Thu Apr 11 19:39:52 +0000 2024,Euthanasia,5,2,47,661,5626
722,Tue Apr 09 12:42:05 +0000 2024,Euthanasia,112,12,101,33741,2927902
125,Thu Apr 11 16:15:15 +0000 2024,Euthanasia,6,7,70,14197,5484
310,Fri Apr 12 21:12:28 +0000 2024,First Amendment,18,2,80,3671,404
11833,Tue Apr 09 11:31:37 +0000 2024,First Amendment,7,38,1626,130472,18489
17990,Sat Apr 06 22:18:36 +0000 2024,First Amendment,18286,1343,4684,3935705,10204
11560,Tue Apr 09 21:03:16 +0000 2024,First Amendment,167,26,2333,912711,386951
9518,Thu Apr 11 19:31:21 +0000 2024,First Amendment,1165,221,1639,1095927,34966
6860,Sat Apr 06 19:07:04 +0000 2024,First Amendment,2023,153,2254,259565,446813
1399,Sat Apr 13 12:52:52 +0000 2024,First Amendment,3,6,154,32179,31451
498,Thu Apr 11 16:01:34 +0000 2024,First Amendment,47,6,177,5452,26203
380,Thu Apr 11 16:22:45 +0000 2024,First Amendment,57,7,79,24889,18489
376,Sat Apr 13 15:00:08 +0000 2024,First Amendment,38,1,56,15282,19564
1414,Fri Apr 12 10:14:27 +0000 2024,First Amendment,35,6,154,18158,15232
316,Wed Apr 10 21:22:55 +0000 2024,First Amendment,43,7,66,16768,151128
19087,Thu Apr 11 01:28:05 +0000 2024,First Amendment,2120,274,3424,5901996,371018
7386,Fri Apr 12 02:49:51 +0000 2024,First Amendment,378,53,1054,678389,99450
971,Fri Apr 12 20:39:30 +0000 2024,First Amendment,63,36,699,17391,203750
243,Fri Apr 12 12:45:35 +0000 2024,First Amendment,28,19,70,112905,19564
934,Sat Apr 13 01:01:33 +0000 2024,First Amendment,32,12,366,143940,293514
1307,Thu Apr 11 15:14:06 +0000 2024,First Amendment,54,20,310,68409,417284
362,Thu Apr 11 01:11:38 +0000 2024,First Amendment,24,6,101,19611,183147
97,Sat Apr 13 08:26:41 +0000 2024,First Amendment,11,0,65,1877,15860
270,Sat Apr 13 15:00:02 +0000 2024,First Amendment,10,7,100,43106,5617012
1206,Fri Apr 12 23:05:47 +0000 2024,First Amendment,42,33,578,66749,53825
682,Thu Apr 11 05:17:27 +0000 2024,First Amendment,195,11,105,17454,9819
1571,Sat Apr 13 23:20:03 +0000 2024,First Amendment,22,7,350,10913,53825
273,Tue Apr 09 02:13:12 +0000 2024,First Amendment,27,3,142,10185,423851
512,Thu Apr 11 18:13:12 +0000 2024,First Amendment,26,4,47,28636,10090
797,Wed Apr 10 12:37:46 +0000 2024,First Amendment,107,9,211,20074,79875
540,Tue Apr 09 11:00:01 +0000 2024,First Amendment,181,8,107,7759,31634
222,Thu Apr 11 16:05:54 +0000 2024,First Amendment,6,3,78,43194,400985
2449,Wed Apr 10 19:40:10 +0000 2024,First Amendment,85,25,301,472819,4201
125,Wed Apr 10 01:18:27 +0000 2024,First Amendment,10,6,93,4263,17033
282,Mon Apr 08 23:23:10 +0000 2024,First Amendment,7,1,76,27475,570801
258,Thu Apr 11 14:20:39 +0000 2024,First Amendment,35,7,84,7716,417284
783,Thu Apr 11 09:18:58 +0000 2024,First Amendment,15,1,118,54148,321978
126,Tue Apr 09 22:06:50 +0000 2024,First Amendment,17,7,79,13141,2187
205,Mon Apr 08 21:34:36 +0000 2024,First Amendment,5,0,75,4141,69359
263,Fri Apr 12 16:15:15 +0000 2024,First Amendment,5,9,57,28700,242628
2037,Wed Apr 10 20:04:43 +0000 2024,First Amendment,100,19,283,244061,26359
272,Thu Apr 11 18:29:51 +0000 2024,First Amendment,39,1,56,57629,1649
832,Fri Apr 12 17:55:54 +0000 2024,First Amendment,60,5,245,36583,12380
1962,Tue Apr 09 04:47:26 +0000 2024,First Amendment,44,12,305,90771,500830
574,Thu Apr 11 12:59:26 +0000 2024,First Amendment,67,23,53,258754,32611
901,Wed Apr 10 02:02:00 +0000 2024,First Amendment,18,12,414,86410,5617012
375,Tue Apr 09 03:22:32 +0000 2024,First Amendment,15,16,185,19171,32726
1829,Tue Apr 09 13:20:17 +0000 2024,First Amendment,8,3,445,41822,74062
611,Thu Apr 11 19:57:27 +0000 2024,First Amendment,15,12,264,47298,5617012
375,Tue Apr 09 15:55:28 +0000 2024,First Amendment,11,2,117,18761,375140
381,Wed Apr 10 00:40:29 +0000 2024,First Amendment,13,5,93,13077,94222
301,Thu Apr 11 18:44:58 +0000 2024,First Amendment,68,6,104,102992,1414907
90,Mon Apr 08 11:15:13 +0000 2024,First Amendment,3,0,64,4757,17033
2021,Thu Apr 11 14:39:01 +0000 2024,First Amendment,381,35,502,155253,52677
64,Wed Apr 10 22:25:31 +0000 2024,First Amendment,4,5,44,9378,4107
337,Fri Apr 12 14:58:36 +0000 2024,First Amendment,13,2,54,58143,19564
436,Thu Apr 11 16:33:58 +0000 2024,First Amendment,14,2,66,14476,79749
418,Thu Apr 11 01:00:01 +0000 2024,First Amendment,11,11,186,67776,5617012
230,Fri Apr 12 14:33:22 +0000 2024,First Amendment,11,0,83,8979,484518
463,Wed Apr 10 22:19:19 +0000 2024,First Amendment,24,12,107,62741,12055
300,Fri Apr 12 15:32:30 +0000 2024,First Amendment,24,1,92,10313,470777
226,Fri Apr 12 14:27:51 +0000 2024,First Amendment,4,1,79,4330,35466
298,Thu Apr 11 12:38:45 +0000 2024,First Amendment,19,2,110,21049,2591237
652,Wed Apr 10 19:58:49 +0000 2024,First Amendment,81,4,76,21763,42543
2020,Sun Apr 07 12:05:00 +0000 2024,First Amendment,1075,58,337,337813,677805
1160,Thu Apr 11 19:13:55 +0000 2024,First Amendment,67,16,367,159883,5797140
765,Wed Apr 10 23:29:40 +0000 2024,First Amendment,32,4,164,18196,379892
3445,Mon Apr 08 21:07:51 +0000 2024,First Amendment,137,20,797,318866,302599
4101,Wed Apr 10 20:53:28 +0000 2024,First Amendment,157,6,170,347755,236143
